tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,999,0,live,CDH1,"Arc-1, BCDS1, CD324, CDHE, ECAD, LCAM, UVO",cadherin 1,"cadherin-1|CAM 120/80|E-cadherin 1|cadherin 1, E-cadherin (epithelial)|cadherin 1, type 1, E-cadherin (epithelial)|calcium-dependent adhesion protein, epithelial|cell-CAM 120/80|epididymis secretory sperm binding protein|epithelial cadherin|uvomorulin",16q22.1,16,NC_000016.10,68737292,68835537,plus,16,192090
9606,Homo sapiens,22974,0,live,TPX2,"C20orf1, C20orf2, DIL-2, DIL2, FLS353, GD:C20orf1, HCA519, HCTP4, REPP86, p100",TPX2 microtubule nucleation factor,"targeting protein for Xklp2|TPX2, microtubule-associated protein homolog|TPX2, microtubule-associated, homolog|differentially expressed in cancerous and non-cancerous lung cells 2|differentially expressed in cancerous and noncancerous lung cells 2|differentially expressed in lung cells|hepatocellular carcinoma-associated antigen 519|hepatocellular carcinoma-associated antigen 90|preferentially expressed in colorectal cancer|protein fls353|restricted expression proliferation associated protein 100",20q11.21,20,NC_000020.11,31739290,31801800,plus,18,605917
9606,Homo sapiens,101805488,0,live,CCAT2,"LINC00873, NCCP1",colon cancer associated transcript 2,colon cancer associated transcript 2 (non-protein coding)|long intergenic non-protein coding RNA 873|non-coding RNA involved in cancer predisposition 1,8q24.21,8,NC_000008.11,127400399,127402150,plus,1,619403
9606,Homo sapiens,595,0,live,CCND1,"BCL1, D11S287E, PRAD1, U21B31",cyclin D1,G1/S-specific cyclin-D1|B-cell CLL/lymphoma 1|B-cell lymphoma 1 protein|BCL-1 oncogene|PRAD1 oncogene,11q13.3,11,NC_000011.10,69641156,69654474,plus,5,168461
9606,Homo sapiens,5290,0,live,PIK3CA,"CCM4, CLAPO, CLOVE, CWS5, MCAP, MCM, MCMTC, PI3K, PI3K-alpha, p110-alpha","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform|PI3-kinase p110 subunit alpha|mutant phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha|phosphatidylinositol 3-kinase, catalytic, 110-KD, alpha|phosphatidylinositol 3-kinase, catalytic, alpha polypeptide|phosphatidylinositol-4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha|phosphoinositide 3-kinase alpha|phosphoinositide-3-kinase, catalytic, alpha polypeptide|ptdIns-3-kinase subunit p110-alpha|serine/threonine protein kinase PIK3CA",3q26.32,3,NC_000003.12,179148126,179240093,plus,22,171834
9606,Homo sapiens,1026,0,live,CDKN1A,"CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1",cyclin dependent kinase inhibitor 1A,"cyclin-dependent kinase inhibitor 1|CDK-interacting protein 1|CDK-interaction protein 1|DNA synthesis inhibitor|cyclin-dependent kinase inhibitor 1A (p21, Cip1)|melanoma differentiation associated protein 6|wild-type p53-activated fragment 1",6p21.2,6,NC_000006.12,36676463,36687332,plus,6,116899
9606,Homo sapiens,7097,0,live,TLR2,"CD282, TIL4",toll like receptor 2,toll-like receptor 2|toll/interleukin-1 receptor-like protein 4,4q31.3,4,NC_000004.12,153684280,153710637,plus,4,603028
9606,Homo sapiens,2625,0,live,GATA3,"HDR, HDRS",GATA binding protein 3,trans-acting T-cell-specific transcription factor GATA-3|GATA-binding factor 3,10p14,10,NC_000010.11,8045333,8075198,plus,9,131320
9606,Homo sapiens,6714,0,live,SRC,"ASV1, THC6, c-SRC, p60-Src, SRC","SRC proto-oncogene, non-receptor tyrosine kinase","proto-oncogene tyrosine-protein kinase Src|proto-oncogene c-Src|protooncogene SRC, Rous sarcoma|tyrosine kinase pp60c-src|tyrosine-protein kinase SRC-1|v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog",20q11.23,20,NC_000020.11,37344699,37406050,plus,21,190090
9606,Homo sapiens,4292,0,live,MLH1,"COCA2, FCC2, HNPCC, HNPCC2, LYNCH2, MLH-1, MMRCS1, hMLH1",mutL homolog 1,"DNA mismatch repair protein Mlh1|mutL homolog 1, colon cancer, nonpolyposis type 2",3p22.2,3,NC_000003.12,36993466,37050846,plus,24,120436
9606,Homo sapiens,26585,0,live,GREM1,"C15DUPq, CKTSF1B1, CRAC1, CRCS4, DAND2, DRM, DUP15q, GREMLIN, HMPS, HMPS1, IHG-2, MPSH, PIG2","gremlin 1, DAN family BMP antagonist","gremlin-1|DAN domain family member 2|cell proliferation-inducing gene 2 protein|colorectal adenoma and carcinoma 1|cysteine knot superfamily 1, BMP antagonist 1|down-regulated in Mos-transformed cells protein|gremlin 1, cysteine knot superfamily, homolog|gremlin 1-like protein|hereditary mixed polyposis syndrome|increased in high glucose-2",15q13.3,15,NC_000015.10,32718004,32745106,plus,3,603054
9606,Homo sapiens,324,0,live,APC,"BTPS2, DESMD, DP2, DP2.5, DP3, GS, PPP1R46",APC regulator of WNT signaling pathway,"adenomatous polyposis coli protein|APC, WNT signaling pathway regulator|WNT signaling pathway regulator|adenomatosis polyposis coli tumor suppressor|adenomatous polyposis coli (APC)|deleted in polyposis 2.5|epididymis secretory sperm binding protein|protein phosphatase 1, regulatory subunit 46",5q22.2,5,NC_000005.10,112707498,112846239,plus,20,611731
9606,Homo sapiens,8667,0,live,EIF3H,"EIF3S3, eIF3-gamma, eIF3-p40",eukaryotic translation initiation factor 3 subunit H,"eukaryotic translation initiation factor 3 subunit H|eIF-3-gamma|eIF3 p40 subunit|eukaryotic translation initiation factor 3 subunit 3|eukaryotic translation initiation factor 3, subunit 2 (beta, 36kD)|eukaryotic translation initiation factor 3, subunit 3 (gamma, 40kD)|eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa",8q23.3-q24.11,8,NC_000008.11,116642130,116766374,minus,11,603912
9606,Homo sapiens,581,0,live,BAX,BCL2L4,"BCL2 associated X, apoptosis regulator",apoptosis regulator BAX|BCL2 associated X protein|BCL2-associated X protein omega|Baxdelta2G9|Baxdelta2G9omega|Baxdelta2omega|bcl-2-like protein 4|bcl2-L-4,19q13.33,19,NC_000019.10,48954875,48961798,plus,7,600040
9606,Homo sapiens,79695,0,live,GALNT12,"CRCS1, GalNAc-T12",polypeptide N-acetylgalactosaminyltransferase 12,"polypeptide N-acetylgalactosaminyltransferase 12|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 12|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)|colorectal cancer, susceptibility to 1|polypeptide GalNAc transferase 12|pp-GaNTase 12|protein-UDP acetylgalactosaminyltransferase 12",9q22.33,9,NC_000009.12,98807670,98850081,plus,13,610290
9606,Homo sapiens,6934,0,live,TCF7L2,"TCF-4, TCF4",transcription factor 7 like 2,"transcription factor 7-like 2|HMG box transcription factor 4|T-cell factor 4|T-cell-specific transcription factor 4|hTCF-4|transcription factor 7-like 2 (T-cell specific, HMG-box)",10q25.2-q25.3,10,NC_000010.11,112950247,113167678,plus,20,602228
9606,Homo sapiens,1956,0,live,EGFR,"ERBB, ERBB1, ERRP, HER1, NISBD2, PIG61, mENA",epidermal growth factor receptor,epidermal growth factor receptor|EGFR vIII|avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|cell growth inhibiting protein 40|cell proliferation-inducing protein 61|epidermal growth factor receptor tyrosine kinase domain|erb-b2 receptor tyrosine kinase 1|proto-oncogene c-ErbB-1|receptor tyrosine-protein kinase erbB-1,7p11.2,7,NC_000007.14,55019017,55211628,plus,32,131550
9606,Homo sapiens,6790,0,live,AURKA,"AIK, ARK1, AURA, BTAK, PPP1R47, STK15, STK6, STK7",aurora kinase A,"aurora kinase A|aurora 2|aurora/IPL1-like kinase|aurora/IPL1-related kinase 1|breast tumor-amplified kinase|protein phosphatase 1, regulatory subunit 47|serine/threonine protein kinase 15|serine/threonine-protein kinase 6|serine/threonine-protein kinase aurora-A",20q13.2,20,NC_000020.11,56369390,56392215,minus,11,603072
9606,Homo sapiens,7124,0,live,TNF,"DIF-alpha, TNFA, TNFSF2, TNLG1F, TNF",tumor necrosis factor,"tumor necrosis factor|APC1 protein|TNF, macrophage-derived|TNF, monocyte-derived|TNF-a|tumor necrosis factor ligand 1F|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-alpha|tumor necrotic factor alpha",6p21.33,6,NC_000006.12,31575565,31578336,plus,4,191160
9606,Homo sapiens,7422,0,live,VEGFA,"L-VEGF, MVCD1, VEGF, VPF",vascular endothelial growth factor A,"vascular endothelial growth factor A, long form|vascular endothelial growth factor A121|vascular endothelial growth factor A165|vascular permeability factor",6p21.1,6,NC_000006.12,43770211,43786487,plus,9,192240
9606,Homo sapiens,3569,0,live,IL6,"BSF-2, BSF2, CDF, HGF, HSF, IFN-beta-2, IFNB2, IL-6",interleukin 6,interleukin-6|B-cell differentiation factor|B-cell stimulatory factor 2|CTL differentiation factor|hybridoma growth factor|interferon beta-2|interleukin BSF-2,7p15.3,7,NC_000007.14,22727200,22731998,plus,5,147620
9606,Homo sapiens,894,0,live,CCND2,"KIAK0002, MPPH3",cyclin D2,G1/S-specific cyclin-D2,12p13.32,12,NC_000012.12,4273762,4305353,plus,5,123833
9606,Homo sapiens,4524,0,live,MTHFR,,methylenetetrahydrofolate reductase,"methylenetetrahydrofolate reductase (NADPH)|5,10-methylenetetrahydrofolate reductase (NADPH)|methylenetetrahydrofolate reductase (NAD(P)H)",1p36.22,1,NC_000001.11,11785723,11805964,minus,13,607093
9606,Homo sapiens,2033,0,live,EP300,"KAT3B, MKHK2, RSTS2, p300",E1A binding protein p300,"histone acetyltransferase p300|E1A-associated protein p300|E1A-binding protein, 300kD|histone butyryltransferase p300|histone crotonyltransferase p300|p300 HAT|protein 2-hydroxyisobutyryltransferase p300|protein lactyltransferas p300|protein propionyltransferase p300",22q13.2,22,NC_000022.11,41092592,41180077,plus,31,602700
9606,Homo sapiens,4893,0,live,NRAS,"ALPS4, CMNS, KRAS, N-ras, NCMS1, NS6, NRAS","NRAS proto-oncogene, GTPase",GTPase NRas|N-ras protein part 4|neuroblastoma RAS viral (v-ras) oncogene homolog|neuroblastoma RAS viral oncogene homolog|proto-oncogene GTPase|transforming protein N-Ras|v-ras neuroblastoma RAS viral oncogene homolog,1p13.2,1,NC_000001.11,114704469,114716771,minus,7,164790
9606,Homo sapiens,7048,0,live,TGFBR2,"AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TBR-ii, TBRII, TGFR-2, TGFbeta-RII, tbetaR-II",transforming growth factor beta receptor 2,"TGF-beta receptor type-2|TGF-beta receptor type IIB|TGF-beta type II receptor|transforming growth factor beta receptor II|transforming growth factor beta receptor type IIC|transforming growth factor, beta receptor II (70/80kDa)|transforming growth factor, beta receptor II alpha|transforming growth factor, beta receptor II beta|transforming growth factor, beta receptor II delta|transforming growth factor, beta receptor II epsilon|transforming growth factor, beta receptor II gamma",3p24.1,3,NC_000003.12,30606356,30694142,plus,14,190182
9606,Homo sapiens,2064,0,live,ERBB2,"CD340, HER-2, HER-2/neu, HER2, MLN 19, MLN-19, NEU, NGL, TKR1, VSCN2, c-ERB-2, c-ERB2, p185(erbB2)",erb-b2 receptor tyrosine kinase 2,"receptor tyrosine-protein kinase erbB-2|c-erb B2/neu protein|herstatin|human epidermal growth factor receptor 2|metastatic lymph node gene 19 protein|neuro/glioblastoma derived oncogene homolog|neuroblastoma/glioblastoma derived oncogene homolog|proto-oncogene Neu|proto-oncogene c-ErbB-2|tyrosine kinase-type cell surface receptor HER2|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2|v-erb-b2 avian erythroblastic leukemia viral oncoprotein 2|v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog",17q12,17,NC_000017.11,39688094,39728658,plus,35,164870
9606,Homo sapiens,3091,0,live,HIF1A,"HIF-1-alpha, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78",hypoxia inducible factor 1 subunit alpha,"hypoxia-inducible factor 1-alpha|ARNT interacting protein|PAS domain-containing protein 8|basic-helix-loop-helix-PAS protein MOP1|class E basic helix-loop-helix protein 78|hypoxia inducible factor 1 alpha subunit|hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)|hypoxia-inducible factor1alpha|member of PAS protein 1|member of PAS superfamily 1",14q23.2,14,NC_000014.9,61695513,61748258,plus,16,603348
9606,Homo sapiens,652,0,live,BMP4,"BMP2B, BMP2B1, MCOPS6, OFC11, ZYME",bone morphogenetic protein 4,bone morphogenetic protein 4|bone morphogenetic protein 2B,14q22.2,14,NC_000014.9,53949736,53956891,minus,6,112262
9606,Homo sapiens,3586,0,live,IL10,"CSIF, GVHDS, IL-10A, TGIF, IL10",interleukin 10,interleukin-10|T-cell growth inhibitory factor|cytokine synthesis inhibitory factor,1q32.1,1,NC_000001.11,206767602,206772494,minus,7,124092
9606,Homo sapiens,6774,0,live,STAT3,"ADMIO, ADMIO1, APRF, HIES",signal transducer and activator of transcription 3,signal transducer and activator of transcription 3|DNA-binding protein APRF|acute-phase response factor,17q21.2,17,NC_000017.11,42313324,42388442,minus,24,102582
9606,Homo sapiens,672,0,live,BRCA1,"BRCAI, BRCC1, BROVCA1, FANCS, IRIS, PNCA4, PPP1R53, PSCP, RNF53",BRCA1 DNA repair associated,"breast cancer type 1 susceptibility protein|BRCA1/BRCA2-containing complex, subunit 1|Fanconi anemia, complementation group S|RING finger protein 53|breast and ovarian cancer susceptibility protein 1|breast cancer 1, early onset|early onset breast cancer 1|protein phosphatase 1, regulatory subunit 53",17q21.31,17,NC_000017.11,43044295,43170327,minus,31,113705
9606,Homo sapiens,3845,0,live,KRAS,"'C-K-RAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, K-Ras, K-Ras 2, KI-RAS1, KRAS2, NS, NS3, OES, RALD, RASK2, c-Ki-ras, c-Ki-ras2, KRAS","KRAS proto-oncogene, GTPase",GTPase KRas|K-ras p21 protein|Kirsten rat sarcoma viral oncogene homolog|Kirsten rat sarcoma viral proto-oncogene|PR310 c-K-ras oncogene|c-Kirsten-ras protein|cellular c-Ki-ras2 proto-oncogene|cellular transforming proto-oncogene|oncogene KRAS2|proto-oncogene GTPase|transforming protein p21|v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog,12p12.1,12,NC_000012.12,25205246,25250929,minus,7,190070
9606,Homo sapiens,348,0,live,APOE,"AD2, APO-E, ApoE4, LDLCQ5, LPG",apolipoprotein E,apolipoprotein E|apolipoprotein E3,19q13.32,19,NC_000019.10,44905796,44909393,plus,6,107741
9606,Homo sapiens,4318,0,live,MMP9,"CLG4B, GELB, MANDP2, MMP-9",matrix metallopeptidase 9,"matrix metalloproteinase-9|macrophage gelatinase|matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|type V collagenase",20q13.12,20,NC_000020.11,46008908,46016561,plus,13,120361
9606,Homo sapiens,1401,0,live,CRP,PTX1,C-reactive protein,"C-reactive protein|C-reactive protein, pentraxin-related|pentraxin 1",1q23.2,1,NC_000001.11,159712289,159714589,minus,3,123260
9606,Homo sapiens,7421,0,live,VDR,"NR1I1, PPP1R163",vitamin D receptor,"vitamin D3 receptor|1,25-dihydroxyvitamin D3 receptor|nuclear receptor subfamily 1 group I member 1|protein phosphatase 1, regulatory subunit 163|vitamin D (1,25- dihydroxyvitamin D3) receptor",12q13.11,12,NC_000012.12,47841537,47904994,minus,12,601769
9606,Homo sapiens,9370,0,live,ADIPOQ,"ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28","adiponectin, C1Q and collagen domain containing",adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28,3q27.3,3,NC_000003.12,186842710,186858463,plus,4,605441
9606,Homo sapiens,29126,0,live,CD274,"B7-H, B7H1, PD-L1, PDCD1L1, PDCD1LG1, PDL1, hPD-L1",CD274 molecule,programmed cell death 1 ligand 1|B7 homolog 1|CD274 antigen|PDCD1 ligand 1,9p24.1,9,NC_000009.12,5450542,5470554,plus,7,605402
9606,Homo sapiens,5243,0,live,ABCB1,"ABC20, CD243, CLCS, GP170, MDR1, P-GP, PGY1, p-170",ATP binding cassette subfamily B member 1,"ATP-dependent translocase ABCB1|ATP-binding cassette, sub-family B (MDR/TAP), member 1|P-glycoprotein 1|colchicin sensitivity|doxorubicin resistance|multidrug resistance protein 1|phospholipid transporter ABCB1",7q21.12,7,NC_000007.14,87503017,87713295,minus,32,171050
9606,Homo sapiens,4790,0,live,NFKB1,"CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB",nuclear factor kappa B subunit 1,nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|nuclear factor NF-kappa-B p50 subunit|nuclear factor kappa-B DNA binding subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,4q24,4,NC_000004.12,102501359,102617302,plus,27,164011
9606,Homo sapiens,3553,0,live,IL1B,"IL-1, IL1-BETA, IL1F2, IL1beta",interleukin 1 beta,interleukin-1 beta|IL-1 beta|catabolin|interleukin 1beta|preinterleukin 1 beta|pro-interleukin-1-beta,2q14.1,2,NC_000002.12,112829751,112836779,minus,8,147720
9606,Homo sapiens,5728,0,live,PTEN,"10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC11, PTENbeta, TEP1, PTEN",phosphatase and tensin homolog,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN|MMAC1 phosphatase and tensin homolog deleted on chromosome 10|PTEN variant PTEN-K267Rfs*9|PTEN variant PTEN-L247*|PTEN variant PTEN-R234Afs*11|PTENepsilon|mitochondrial PTENalpha|mitochondrial phosphatase and tensin protein alpha|mutated in multiple advanced cancers 1|phosphatase and tensin-like protein|phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN|protein tyrosine phosphatase",10q23.31,10,NC_000010.11,87863625,87971930,plus,10,601728
9606,Homo sapiens,1029,0,live,CDKN2A,"ARF, CAI2, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16",cyclin dependent kinase inhibitor 2A,"cyclin-dependent kinase inhibitor 2A|CDK4 inhibitor p16-INK4|CDKN2A/ARF Intron 2 lncRNA|alternative reading frame|cell cycle negative regulator beta|cyclin-dependent kinase 4 inhibitor A|cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)|inhibitor of cdk4 A|multiple tumor suppressor 1|multiple tumour suppressor 1",9p21.3,9,NC_000009.12,21967752,21995324,minus,10,600160
9606,Homo sapiens,650,0,live,BMP2,"BDA2A, SSFSC, SSFSC1, BMP2",bone morphogenetic protein 2,bone morphogenetic protein 2|bone morphogenetic protein 2A,20p12.3,20,NC_000020.11,6767686,6780246,plus,3,112261
9606,Homo sapiens,7099,0,live,TLR4,"ARMD10, CD284, TLR-4, TOLL",toll like receptor 4,toll-like receptor 4|hToll|homolog of Drosophila toll|toll like receptor 4 protein,9q33.1,9,NC_000009.12,117704403,117724735,plus,4,603030
9606,Homo sapiens,5743,0,live,PTGS2,"COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2",prostaglandin-endoperoxide synthase 2,prostaglandin G/H synthase 2|PGH synthase 2|PHS II|cyclooxygenase 2|cyclooxygenase 2b|prostaglandin H2 synthase 2|prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),1q31.1,1,NC_000001.11,186671791,186680423,minus,10,600262
9606,Homo sapiens,3576,0,live,CXCL8,"GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8",C-X-C motif chemokine ligand 8,"interleukin-8|T-cell chemotactic factor|alveolar macrophage chemotactic factor I|beta endothelial cell-derived neutrophil activating peptide|beta-thromboglobulin-like protein|chemokine (C-X-C motif) ligand 8|emoctakin|granulocyte chemotactic protein 1|interleukin 8|lung giant cell carcinoma-derived chemotactic protein|lymphocyte derived neutrophil activating peptide|monocyte-derived neutrophil chemotactic factor|monocyte-derived neutrophil-activating peptide|neutrophil-activating peptide 1|small inducible cytokine subfamily B, member 8|tumor necrosis factor-induced gene 1",4q13.3,4,NC_000004.12,73740569,73743716,plus,3,146930
9606,Homo sapiens,2099,0,live,ESR1,"ER, ESR, ESRA, ESTRR, Era, NR3A1",estrogen receptor 1,estrogen receptor|E2 receptor alpha|ER-alpha|estradiol receptor|estrogen nuclear receptor alpha|estrogen receptor alpha E1-E2-1-2|estrogen receptor alpha E1-N2-E2-1-2|nuclear receptor subfamily 3 group A member 1|oestrogen receptor alpha,6q25.1-q25.2,6,NC_000006.12,151656672,152129619,plus,22,133430
9606,Homo sapiens,3911,0,live,LAMA5,"BBDS2, NPHS26",laminin subunit alpha 5,laminin subunit alpha-5|laminin alpha-5 chain|laminin alpha5-chain|laminin-10 subunit alpha|laminin-11 subunit alpha|laminin-15 subunit alpha,20q13.33,20,NC_000020.11,62309065,62367312,minus,81,601033
9606,Homo sapiens,5468,0,live,PPARG,"CIMT1, GLM1, NR1C31, PPARG2, PPARG5, PPARgamma, PPARG",peroxisome proliferator activated receptor gamma,peroxisome proliferator-activated receptor gamma|PPAR-gamma|nuclear receptor subfamily 1 group C member 3|peroxisome proliferator-activated receptor-gamma 5|peroxisome proliferator-activated receptor-gamma splicing,3p25.2,3,NC_000003.12,12287368,12434344,plus,14,601487
9606,Homo sapiens,2475,0,live,MTOR,"FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS",mechanistic target of rapamycin kinase,serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 2|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP12-rapamycin complex-associated protein 1|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1,1p36.22,1,NC_000001.11,11106535,11262551,minus,60,601231
9606,Homo sapiens,3479,0,live,IGF1,"IGF, IGF-I, IGFI, MGF",insulin like growth factor 1,insulin-like growth factor I|insulin-like growth factor 1 (somatomedin C)|insulin-like growth factor IB|mechano growth factor|somatomedin-C,12q23.2,12,NC_000012.12,102395874,102481839,minus,7,147440
9606,Homo sapiens,8074,0,live,FGF23,"ADHR, FGFN, HFTC2, HPDR2, HYPF, PHPTC",fibroblast growth factor 23,fibroblast growth factor 23|phosphatonin|tumor-derived hypophosphatemia inducing factor,12p13.32,12,NC_000012.12,4368227,4379712,minus,3,605380
9606,Homo sapiens,4846,0,live,NOS3,"ECNOS, eNOS",nitric oxide synthase 3,nitric oxide synthase 3|EC-NOS|NOS type III|NOSIII|cNOS|constitutive NOS|endothelial NOS|nitric oxide synthase 3 (endothelial cell),7q36.1,7,NC_000007.14,150991017,151014588,plus,28,163729
